anio_academico;anio_ingreso_propuesta;facultad;propuesta_formativa;titulo_araucano_nivel;titulo;alumnos;anios_de_permanencia;cohorte_toty1;cohorte_nd;cohorte_nmy2;cohorte_tot_y2
2006;1989;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;4;17;;;;
2006;1990;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;2;16;;;;
2006;1991;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;8;15;;;;
2006;1991;Facultad de Ciencias Económicas;Contador Público;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;1;15;;;;
2006;1991;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;4;15;;;;
2006;1991;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;1;15;;;;
2006;1992;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;11;14;;;;
2006;1992;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;2;14;;;;
2006;1993;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;9;13;;;;
2006;1993;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;2;13;;;;
2006;1994;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;31;12;;;;
2006;1994;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;2;12;;;;
2006;1995;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;37;11;;;;
2006;1995;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;2;11;;;;
2006;1995;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;1;11;;;;
2006;1996;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;39;10;;;;
2006;1996;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;5;10;;;;
2006;1997;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;52;9;;;;
2006;1997;Facultad de Ciencias Económicas;Contador Público;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;1;9;;;;
2006;1997;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;12;9;;;;
2006;1997;Facultad de Ciencias Económicas;Licenciatura en Administración;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;1;9;;;;
2006;1997;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;4;9;;;;
2006;1998;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;53;8;;;;
2006;1998;Facultad de Ciencias Económicas;Contador Público;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;1;8;;;;
2006;1998;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;17;8;;;;
2006;1998;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;3;8;;;;
2006;1999;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;77;7;;;;
2006;1999;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;18;7;;;;
2006;1999;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;8;7;;;;
2006;2000;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;76;6;;;;
2006;2000;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;36;6;;;;
2006;2000;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;17;6;;;;
2006;2001;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;54;5;;;;
2006;2001;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;33;5;;;;
2006;2001;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;15;5;;;;
2006;2002;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;21;4;;;;
2006;2002;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;14;4;;;;
2006;2002;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;13;4;;;;
2006;2002;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;1;4;;;;
2006;2003;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;13;3;;;;
2006;2003;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;5;3;;;;
2006;2003;Facultad de Ciencias Económicas;Licenciatura en Administración;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;1;3;;;;
2006;2003;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;5;3;;;;
2006;2004;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;2;;;;
2006;2004;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;2;;;;
2006;2004;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;2;2;;;;
2006;2005;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;9;1;;;;
2007;1982;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;1;25;;;;
2007;1985;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;2;22;;;;
2007;1986;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;21;;;;
2007;1987;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;20;;;;
2007;1987;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;20;;;;
2007;1988;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;19;;;;
2007;1988;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;19;;;;
2007;1988;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;1;19;;;;
2007;1989;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;2;18;;;;
2007;1990;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;3;17;;;;
2007;1991;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;2;16;;;;
2007;1991;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;4;16;;;;
2007;1992;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;8;15;;;;
2007;1992;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;1;15;;;;
2007;1993;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;8;14;;;;
2007;1994;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;18;13;;;;
2007;1994;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;13;;;;
2007;1995;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;20;12;;;;
2007;1995;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;2;12;;;;
2007;1996;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;23;11;;;;
2007;1996;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;6;11;;;;
2007;1997;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;42;10;;;;
2007;1997;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;11;10;;;;
2007;1998;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;44;9;;;;
2007;1998;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;14;9;;;;
2007;1999;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;67;8;;;;
2007;1999;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;20;8;;;;
2007;1999;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;2;8;;;;
2007;2000;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;81;7;;;;
2007;2000;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;28;7;;;;
2007;2000;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;7;7;;;;
2007;2001;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;92;6;;;;
2007;2001;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;40;6;;;;
2007;2001;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;13;6;;;;
2007;2002;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;59;5;;;;
2007;2002;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;27;5;;;;
2007;2002;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;9;5;;;;
2007;2003;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;26;4;;;;
2007;2003;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;14;4;;;;
2007;2003;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;12;4;;;;
2007;2004;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;13;3;;;;
2007;2004;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;3;3;;;;
2007;2004;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;6;3;;;;
2007;2004;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;1;3;;;;
2007;2004;Facultad de Ciencias Económicas;Tecnicatura en Economía y Administración de Pequeñas y Medianas Empresas;FINAL;Técnico En Economía Y Administración De Pequeñas Y Medianas Empresas;14;3;;;;
2007;2005;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;2;845;142;194;509
2007;2005;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;3;2;;;;
2007;2006;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;10;1;;;;
2008;1981;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;27;;;;
2008;1987;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;21;;;;
2008;1988;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;20;;;;
2008;1989;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;3;19;;;;
2008;1990;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;2;18;;;;
2008;1991;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;7;17;;;;
2008;1992;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;10;16;;;;
2008;1992;Facultad de Ciencias Económicas;Contador Público;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;1;16;;;;
2008;1992;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;16;;;;
2008;1993;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;9;15;;;;
2008;1993;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;3;15;;;;
2008;1994;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;17;14;;;;
2008;1994;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;2;14;;;;
2008;1995;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;19;13;;;;
2008;1995;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;4;13;;;;
2008;1996;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;31;12;;;;
2008;1996;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;2;12;;;;
2008;1996;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;1;12;;;;
2008;1997;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;40;11;;;;
2008;1997;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;7;11;;;;
2008;1997;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;1;11;;;;
2008;1998;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;38;10;;;;
2008;1998;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;8;10;;;;
2008;1999;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;65;9;;;;
2008;1999;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;19;9;;;;
2008;1999;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;5;9;;;;
2008;2000;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;63;8;;;;
2008;2000;Facultad de Ciencias Económicas;Contador Público;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;1;8;;;;
2008;2000;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;26;8;;;;
2008;2000;Facultad de Ciencias Económicas;Licenciatura en Administración;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;1;8;;;;
2008;2000;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;2;8;;;;
2008;2001;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;68;7;;;;
2008;2001;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;26;7;;;;
2008;2001;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;5;7;;;;
2008;2002;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;96;6;;;;
2008;2002;Facultad de Ciencias Económicas;Contador Público;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;1;6;;;;
2008;2002;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;28;6;;;;
2008;2002;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;13;6;;;;
2008;2003;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;96;5;;;;
2008;2003;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;22;5;;;;
2008;2003;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;12;5;;;;
2008;2003;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;1;5;;;;
2008;2004;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;29;4;;;;
2008;2004;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;11;4;;;;
2008;2004;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;17;4;;;;
2008;2004;Facultad de Ciencias Económicas;Tecnicatura en Economía y Administración de Pequeñas y Medianas Empresas;FINAL;Técnico En Economía Y Administración De Pequeñas Y Medianas Empresas;8;4;;;;
2008;2005;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;9;3;1840;262;258;1320
2008;2005;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;3;3;845;142;194;
2008;2005;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;4;3;193;21;49;123
2008;2005;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;2;3;;;;
2008;2005;Facultad de Ciencias Económicas;Tecnicatura en Economía y Administración de Pequeñas y Medianas Empresas;FINAL;Técnico En Economía Y Administración De Pequeñas Y Medianas Empresas;3;3;;;;
2008;2006;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;2;2;;;;
2008;2006;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;5;2;;;;
2008;2007;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;4;1;;;;
2009;1976;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;1;33;;;;
2009;1981;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;1;28;;;;
2009;1983;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;1;26;;;;
2009;1984;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;25;;;;
2009;1985;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;2;24;;;;
2009;1987;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;22;;;;
2009;1988;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;4;21;;;;
2009;1989;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;20;;;;
2009;1990;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;3;19;;;;
2009;1991;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;18;;;;
2009;1992;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;2;17;;;;
2009;1992;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;17;;;;
2009;1993;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;8;16;;;;
2009;1993;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;16;;;;
2009;1994;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;9;15;;;;
2009;1994;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;15;;;;
2009;1994;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;1;15;;;;
2009;1995;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;13;14;;;;
2009;1995;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;14;;;;
2009;1996;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;21;13;;;;
2009;1996;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;3;13;;;;
2009;1997;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;25;12;;;;
2009;1997;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;4;12;;;;
2009;1998;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;25;11;;;;
2009;1999;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;26;10;;;;
2009;1999;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;11;10;;;;
2009;1999;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;1;10;;;;
2009;2000;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;48;9;;;;
2009;2000;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;11;9;;;;
2009;2001;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;57;8;;;;
2009;2001;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;22;8;;;;
2009;2001;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;4;8;;;;
2009;2002;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;69;7;;;;
2009;2002;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;21;7;;;;
2009;2002;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;10;7;;;;
2009;2003;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;85;6;;;;
2009;2003;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;25;6;;;;
2009;2003;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;13;6;;;;
2009;2004;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;93;5;;;;
2009;2004;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;30;5;;;;
2009;2004;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;10;5;;;;
2009;2004;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;1;5;;;;
2009;2004;Facultad de Ciencias Económicas;Tecnicatura en Economía y Administración de Pequeñas y Medianas Empresas;FINAL;Técnico En Economía Y Administración De Pequeñas Y Medianas Empresas;4;5;;;;
2009;2005;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;36;4;1840;262;258;1320
2009;2005;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;12;4;845;142;194;
2009;2005;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;13;4;193;21;49;123
2009;2005;Facultad de Ciencias Económicas;Tecnicatura en Economía y Administración de Pequeñas y Medianas Empresas;FINAL;Técnico En Economía Y Administración De Pequeñas Y Medianas Empresas;7;4;;;;
2009;2006;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;9;3;;;;
2009;2006;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;7;3;;;;
2009;2006;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;5;3;;;;
2009;2006;Facultad de Ciencias Económicas;Tecnicatura en Economía y Administración de Pequeñas y Medianas Empresas;FINAL;Técnico En Economía Y Administración De Pequeñas Y Medianas Empresas;3;3;;;;
2009;2007;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;2;;;;
2009;2007;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;2;2;;;;
2009;2008;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;1;;;;
2009;2008;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;6;1;;;;
2010;1981;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;29;;;;
2010;1984;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;26;;;;
2010;1985;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;1;25;;;;
2010;1986;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;24;;;;
2010;1988;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;3;22;;;;
2010;1989;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;3;21;;;;
2010;1990;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;4;20;;;;
2010;1991;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;3;19;;;;
2010;1992;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;4;18;;;;
2010;1993;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;10;17;;;;
2010;1993;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;1;17;;;;
2010;1994;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;6;16;;;;
2010;1994;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;4;16;;;;
2010;1995;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;17;15;;;;
2010;1995;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;2;15;;;;
2010;1996;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;16;14;;;;
2010;1996;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;3;14;;;;
2010;1996;Facultad de Ciencias Económicas;Licenciatura en Administración;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;1;14;;;;
2010;1996;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;1;14;;;;
2010;1997;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;18;13;;;;
2010;1997;Facultad de Ciencias Económicas;Contador Público;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;1;13;;;;
2010;1997;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;3;13;;;;
2010;1998;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;24;12;;;;
2010;1998;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;4;12;;;;
2010;1999;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;31;11;;;;
2010;1999;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;4;11;;;;
2010;2000;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;45;10;;;;
2010;2000;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;7;10;;;;
2010;2000;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;1;10;;;;
2010;2001;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;48;9;;;;
